team_id,team_name,team_crest_pic,team_data_url,league_id,league_name,league_nation,league_logo_pic
77,SV Werder Bremen,https://tmssl.akamaized.net//images/wappen/tiny/86.png?lm=1403082298,https://www.transfermarkt.com/sv-werder-bremen/startseite/verein/86/saison_id/2023,3,Bundesliga,Germany,https://tmssl.akamaized.net/images/logo/header/l1.png?lm=1525905518
78,TSG 1899 Hoffenheim,https://tmssl.akamaized.net//images/wappen/tiny/533.png?lm=1675591766,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2023,3,Bundesliga,Germany,https://tmssl.akamaized.net/images/logo/header/l1.png?lm=1525905518
79,VfB Stuttgart,https://tmssl.akamaized.net//images/wappen/tiny/79.png?lm=1680587427,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79/saison_id/2023,3,Bundesliga,Germany,https://tmssl.akamaized.net/images/logo/header/l1.png?lm=1525905518
80,VfL Bochum,https://tmssl.akamaized.net//images/wappen/tiny/80.png?lm=1656583090,https://www.transfermarkt.com/vfl-bochum/startseite/verein/80/saison_id/2023,3,Bundesliga,Germany,https://tmssl.akamaized.net/images/logo/header/l1.png?lm=1525905518
81,VfL Wolfsburg,https://tmssl.akamaized.net//images/wappen/tiny/82.png?lm=1503060755,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2023,3,Bundesliga,Germany,https://tmssl.akamaized.net/images/logo/header/l1.png?lm=1525905518
82,AC Milan,https://tmssl.akamaized.net//images/wappen/tiny/5.png?lm=1605166627,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
83,AC Monza,https://tmssl.akamaized.net//images/wappen/tiny/2919.png?lm=1562072734,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
84,ACF Fiorentina,https://tmssl.akamaized.net//images/wappen/tiny/430.png?lm=1722844765,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
85,AS Roma,https://tmssl.akamaized.net//images/wappen/tiny/12.png?lm=1701079293,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
86,Atalanta BC,https://tmssl.akamaized.net//images/wappen/tiny/800.png?lm=1438547428,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
87,Bologna FC 1909,https://tmssl.akamaized.net//images/wappen/tiny/1025.png?lm=1626441324,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
88,Cagliari Calcio,https://tmssl.akamaized.net//images/wappen/tiny/1390.png?lm=1626441409,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
89,Como 1907,https://tmssl.akamaized.net//images/wappen/tiny/1047.png?lm=1565704078,https://www.transfermarkt.com/como-1907/startseite/verein/1047/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
90,FC Empoli,https://tmssl.akamaized.net//images/wappen/tiny/749.png?lm=1626441481,https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
91,Genoa CFC,https://tmssl.akamaized.net//images/wappen/tiny/252.png?lm=1655305880,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
92,Hellas Verona,https://tmssl.akamaized.net//images/wappen/tiny/276.png?lm=1617228746,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
93,Inter Milan,https://tmssl.akamaized.net//images/wappen/tiny/46.png?lm=1618900989,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
94,Juventus FC,https://tmssl.akamaized.net//images/wappen/tiny/506.png?lm=1626441487,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
95,Parma Calcio 1913,https://tmssl.akamaized.net//images/wappen/tiny/130.png?lm=1530945992,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
96,SS Lazio,https://tmssl.akamaized.net//images/wappen/tiny/398.png?lm=1601537785,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
97,SSC Napoli,https://tmssl.akamaized.net//images/wappen/tiny/6195_1720450885.png?lm=1720450885,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
98,Torino FC,https://tmssl.akamaized.net//images/wappen/tiny/416.png?lm=1438548174,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
99,US Lecce,https://tmssl.akamaized.net//images/wappen/tiny/1005.png?lm=1689169528,https://www.transfermarkt.com/us-lecce/startseite/verein/1005/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
100,Udinese Calcio,https://tmssl.akamaized.net//images/wappen/tiny/410.png?lm=1688982584,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
101,Venezia FC,https://tmssl.akamaized.net//images/wappen/tiny/607.png?lm=1657392944,https://www.transfermarkt.com/venezia-fc/startseite/verein/607/saison_id/2023,4,Serie A,Italy,https://tmssl.akamaized.net/images/logo/header/it1.png?lm=1656073460
102,AJ Auxerre,https://tmssl.akamaized.net//images/wappen/tiny/290.png?lm=1635851977,https://www.transfermarkt.com/aj-auxerre/startseite/verein/290/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
103,AS Monaco,https://tmssl.akamaized.net//images/wappen/tiny/162.png?lm=1654781919,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
104,AS Saint-Étienne,https://tmssl.akamaized.net//images/wappen/tiny/618.png?lm=1658260152,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
105,Angers SCO,https://tmssl.akamaized.net//images/wappen/tiny/1420.png?lm=1687525425,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
106,FC Nantes,https://tmssl.akamaized.net//images/wappen/tiny/995.png?lm=1581355747,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
107,FC Toulouse,https://tmssl.akamaized.net//images/wappen/tiny/415.png?lm=1530117274,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
108,LOSC Lille,https://tmssl.akamaized.net//images/wappen/tiny/1082.png?lm=1529521041,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
109,Le Havre AC,https://tmssl.akamaized.net//images/wappen/tiny/738.png?lm=1408780648,https://www.transfermarkt.com/ac-le-havre/startseite/verein/738/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
110,Montpellier HSC,https://tmssl.akamaized.net//images/wappen/tiny/969_1720105245.png?lm=1720105247,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
111,OGC Nice,https://tmssl.akamaized.net//images/wappen/tiny/417.png?lm=1408779490,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
112,Olympique Lyon,https://tmssl.akamaized.net//images/wappen/tiny/1041.png?lm=1656668172,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
113,Olympique Marseille,https://tmssl.akamaized.net//images/wappen/tiny/244.png?lm=1485642163,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
114,Paris Saint-Germain,https://tmssl.akamaized.net//images/wappen/tiny/583_1522053508.png?lm=1522053508,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
115,RC Lens,https://tmssl.akamaized.net//images/wappen/tiny/826.png?lm=1595457059,https://www.transfermarkt.com/rc-lens/startseite/verein/826/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
116,RC Strasbourg Alsace,https://tmssl.akamaized.net//images/wappen/tiny/667.png?lm=1664991833,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
117,Stade Brestois 29,https://tmssl.akamaized.net//images/wappen/tiny/3911.png?lm=1408780312,https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
118,Stade Reims,https://tmssl.akamaized.net//images/wappen/tiny/1421.png?lm=1592601839,https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
119,Stade Rennais FC,https://tmssl.akamaized.net//images/wappen/tiny/273.png?lm=1691503972,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2023,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
120,Avs Futebol,https://tmssl.akamaized.net//images/wappen/tiny/110302.png?lm=1698968034,https://www.transfermarkt.com/avs-futebol-sad/startseite/verein/110302/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
121,Boavista FC,https://tmssl.akamaized.net//images/wappen/tiny/2503.png?lm=1480959207,https://www.transfermarkt.com/boavista-porto-fc/startseite/verein/2503/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
122,CD Nacional,https://tmssl.akamaized.net//images/wappen/tiny/982.png?lm=1549988602,https://www.transfermarkt.com/cd-nacional/startseite/verein/982/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
123,CD Santa Clara,https://tmssl.akamaized.net//images/wappen/tiny/2423_1718909310.png?lm=1718909310,https://www.transfermarkt.com/cd-santa-clara/startseite/verein/2423/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
124,CF Estrela Amadora,https://tmssl.akamaized.net//images/wappen/tiny/2431.png?lm=1598342709,https://www.transfermarkt.com/cf-estrela-amadora-sad/startseite/verein/2431/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
125,Casa Pia AC,https://tmssl.akamaized.net//images/wappen/tiny/3268.png?lm=1663076157,https://www.transfermarkt.com/casa-pia-ac/startseite/verein/3268/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
126,Estoril Praia,https://tmssl.akamaized.net//images/wappen/tiny/1465.png?lm=1534340702,https://www.transfermarkt.com/gd-estoril-praia/startseite/verein/1465/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
127,FC Arouca,https://tmssl.akamaized.net//images/wappen/tiny/8024.png?lm=1530096604,https://www.transfermarkt.com/fc-arouca/startseite/verein/8024/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
128,FC Famalicão,https://tmssl.akamaized.net//images/wappen/tiny/3329.png?lm=1565881258,https://www.transfermarkt.com/fc-famalicao/startseite/verein/3329/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
129,FC Porto,https://tmssl.akamaized.net//images/wappen/tiny/720.png?lm=1486310161,https://www.transfermarkt.com/fc-porto/startseite/verein/720/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
130,Gil Vicente FC,https://tmssl.akamaized.net//images/wappen/tiny/2424.png?lm=1624283300,https://www.transfermarkt.com/gil-vicente-fc/startseite/verein/2424/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
131,Moreirense FC,https://tmssl.akamaized.net//images/wappen/tiny/979.png?lm=1552324606,https://www.transfermarkt.com/moreirense-fc/startseite/verein/979/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
132,Rio Ave FC,https://tmssl.akamaized.net//images/wappen/tiny/2425.png?lm=1516613968,https://www.transfermarkt.com/rio-ave-fc/startseite/verein/2425/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
133,SC Braga,https://tmssl.akamaized.net//images/wappen/tiny/1075.png?lm=1432893871,https://www.transfermarkt.com/sc-braga/startseite/verein/1075/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
134,SC Farense,https://tmssl.akamaized.net//images/wappen/tiny/4294.png?lm=1550150253,https://www.transfermarkt.com/sc-farense/startseite/verein/4294/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
135,SL Benfica,https://tmssl.akamaized.net//images/wappen/tiny/294.png?lm=1535908439,https://www.transfermarkt.com/benfica-lissabon/startseite/verein/294/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
136,Sporting CP,https://tmssl.akamaized.net//images/wappen/tiny/336.png?lm=1621513752,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
137,Vitória Guimarães SC,https://tmssl.akamaized.net//images/wappen/tiny/2420.png?lm=1432894021,https://www.transfermarkt.com/vitoria-guimaraes-sc/startseite/verein/2420/saison_id/2023,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
138,AZ Alkmaar,https://tmssl.akamaized.net//images/wappen/tiny/1090.png?lm=1586848339,https://www.transfermarkt.com/az-alkmaar/startseite/verein/1090/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
139,Ajax Amsterdam,https://tmssl.akamaized.net//images/wappen/tiny/610_1731923645.png?lm=1731923645,https://www.transfermarkt.com/ajax-amsterdam/startseite/verein/610/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
140,Almere City FC,https://tmssl.akamaized.net//images/wappen/tiny/723.png?lm=1588851577,https://www.transfermarkt.com/almere-city-fc/startseite/verein/723/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
141,FC Groningen,https://tmssl.akamaized.net//images/wappen/tiny/202.png?lm=1657052745,https://www.transfermarkt.com/fc-groningen/startseite/verein/202/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
142,FC Utrecht,https://tmssl.akamaized.net//images/wappen/tiny/200.png?lm=1628450351,https://www.transfermarkt.com/fc-utrecht/startseite/verein/200/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
143,Feyenoord Rotterdam,https://tmssl.akamaized.net//images/wappen/tiny/234_1722422152.png?lm=1722422152,https://www.transfermarkt.com/feyenoord-rotterdam/startseite/verein/234/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
144,Fortuna Sittard,https://tmssl.akamaized.net//images/wappen/tiny/385.png?lm=1610789891,https://www.transfermarkt.com/fortuna-sittard/startseite/verein/385/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
145,Go Ahead Eagles,https://tmssl.akamaized.net//images/wappen/tiny/1435.png?lm=1540316767,https://www.transfermarkt.com/go-ahead-eagles-deventer/startseite/verein/1435/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
146,Heracles Almelo,https://tmssl.akamaized.net//images/wappen/tiny/1304.png?lm=1488213735,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
147,NAC Breda,https://tmssl.akamaized.net//images/wappen/tiny/132.png?lm=1667313213,https://www.transfermarkt.com/nac-breda/startseite/verein/132/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
148,NEC Nijmegen,https://tmssl.akamaized.net//images/wappen/tiny/467.png?lm=1460302949,https://www.transfermarkt.com/nec-nijmegen/startseite/verein/467/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
149,PEC Zwolle,https://tmssl.akamaized.net//images/wappen/tiny/1269.png?lm=1610790473,https://www.transfermarkt.com/pec-zwolle/startseite/verein/1269/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
150,PSV Eindhoven,https://tmssl.akamaized.net//images/wappen/tiny/383.png?lm=1682925949,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
151,RKC Waalwijk,https://tmssl.akamaized.net//images/wappen/tiny/235.png?lm=1435505083,https://www.transfermarkt.com/rkc-waalwijk/startseite/verein/235/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
152,SC Heerenveen,https://tmssl.akamaized.net//images/wappen/tiny/306.png?lm=1655978084,https://www.transfermarkt.com/sc-heerenveen/startseite/verein/306/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
153,Sparta Rotterdam,https://tmssl.akamaized.net//images/wappen/tiny/468.png?lm=1485262132,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
154,Twente Enschede FC,https://tmssl.akamaized.net//images/wappen/tiny/317.png?lm=1610789581,https://www.transfermarkt.com/fc-twente-enschede/startseite/verein/317/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
155,Willem II Tilburg,https://tmssl.akamaized.net//images/wappen/tiny/403.png?lm=1686931031,https://www.transfermarkt.com/willem-ii-tilburg/startseite/verein/403/saison_id/2023,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
